,date,station_complex_id,station_complex,borough,routes,latitude,longitude,monthly_ridership
2798,2022-08,N562,Neptune Av (F),BK,F,40.58101272583008,-73.97457122802734,23257
2799,2022-08,N600,57 St (F),M,F,40.763973236083984,-73.97744750976562,248330
2800,2022-08,N601,"Lexington Av-63 St (F,Q)",M,"F,Q",40.76462936401367,-73.96611022949219,324191
2801,2022-08,N602,Roosevelt Island (F),M,F,40.7591438293457,-73.95326232910156,152676
2802,2022-08,N603,21 St-Queensbridge (F),Q,F,40.75420379638672,-73.94283294677734,186068
2803,2022-08,N604,Jamaica-Van Wyck (E),Q,E,40.70256423950195,-73.81685638427734,76313
2804,2022-08,N605,"Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)",Q,"J,E,Z",40.70048522949219,-73.80796813964844,365034
2805,2022-08,N606,"Jamaica Center-Parsons-Archer (E,J,Z)",Q,"J,E,Z",40.7021484375,-73.80110931396484,395952
2806,2022-08,N700,72 St (Q),M,Q,40.768798828125,-73.95842742919922,475939
2807,2022-08,N701,86 St (Q),M,Q,40.77788925170898,-73.95178985595703,391615
2808,2022-08,N702,96 St (Q),M,Q,40.78431701660156,-73.94715118408203,285126
2809,2022-08,R101,"South Ferry (1)/Whitehall St (R,W)",M,"1,R,,W",40.703086853027344,-74.01299285888672,501558
2810,2022-08,R103,Rector St (1),M,1,40.70751190185547,-74.01378631591797,119568
2811,2022-08,R106,WTC Cortlandt (1),M,1,40.71183395385742,-74.01219177246094,215295
2812,2022-08,R111,"Wall St (2,3)",M,"3,2",40.70682144165039,-74.00910186767578,282328
2813,2022-08,R116,"Chambers St (1,2,3)",M,"3,1,2",40.715476989746094,-74.00926971435547,244743
2814,2022-08,R117,Franklin St (1),M,1,40.71931838989258,-74.00688934326172,92171
2815,2022-08,R119,Canal St (1),M,1,40.72285461425781,-74.00627899169922,84495
2816,2022-08,R123,Houston St (1),M,1,40.72825241088867,-74.00536346435547,203365
2817,2022-08,R125,Christopher St-Sheridan Sq (1),M,1,40.7334213256836,-74.0029067993164,195759
2818,2022-08,R129,18 St (1),M,1,40.74103927612305,-73.99787139892578,116298
2819,2022-08,R131,23 St (1),M,1,40.74407958984375,-73.99565887451172,219711
2820,2022-08,R133,28 St (1),M,1,40.747215270996094,-73.99336242675781,212348
2821,2022-08,R135,"34 St-Penn Station (1,2,3)",M,"3,1,2",40.75037384033203,-73.99105834960938,1139809
2822,2022-08,R154,50 St (1),M,1,40.76172637939453,-73.98384857177734,398338
2823,2022-08,R160,66 St-Lincoln Center (1),M,1,40.77344131469727,-73.98220825195312,264074
2824,2022-08,R161B,"72 St (1,2,3)",M,"3,1,2",40.7784538269043,-73.98197174072266,590529
2825,2022-08,R162,79 St (1),M,1,40.783935546875,-73.97991943359375,248797
2826,2022-08,R164,86 St (1),M,1,40.78864288330078,-73.9762191772461,280504
2827,2022-08,R168,"96 St (1,2,3)",M,"3,1,2",40.79391860961914,-73.97232055664062,530241
2828,2022-08,R170,103 St (1),M,1,40.79944610595703,-73.96837615966797,203044
2829,2022-08,R172,Cathedral Pkwy-110 St (1),M,1,40.8039665222168,-73.96685028076172,192944
2830,2022-08,R173,116 St-Columbia University (1),M,1,40.80772018432617,-73.964111328125,192800
2831,2022-08,R174,125 St (1),M,1,40.81558227539063,-73.9583740234375,140562
2832,2022-08,R176,137 St-City College (1),M,1,40.82200622558594,-73.95367431640625,205368
2833,2022-08,R178,145 St (1),M,1,40.8265495300293,-73.95036315917969,154177
2834,2022-08,R180,157 St (1),M,1,40.83404159545898,-73.94489288330078,168827
2835,2022-08,R182,"168 St (A,C,1)",M,"C,1,A",40.84071731567383,-73.93955993652344,373012
2836,2022-08,R183,181 St (1),M,1,40.84950637817383,-73.93359375,150923
2837,2022-08,R185,191 St (1),M,1,40.855224609375,-73.92941284179688,113980
2838,2022-08,R186,Dyckman St (1),M,1,40.86053085327149,-73.925537109375,109722
2839,2022-08,R188,207 St (1),M,1,40.86462020874024,-73.9188232421875,103707
2840,2022-08,R190,215 St (1),M,1,40.86944580078125,-73.91527557373047,30642
2841,2022-08,R192,Marble Hill-225 St (1),M,1,40.87456130981445,-73.90982818603516,80427
2842,2022-08,R194,231 St (1),BX,1,40.87885665893555,-73.90483093261719,142191
2843,2022-08,R196,238 St (1),BX,1,40.88466644287109,-73.90087127685547,67998
2844,2022-08,R197,Van Cortlandt Park-242 St (1),BX,1,40.88924789428711,-73.8985824584961,114047
2845,2022-08,R201,"Bowling Green (4,5)",M,"5,4",40.70481872558594,-74.01406860351562,397212
2846,2022-08,R203,"Wall St (4,5)",M,"5,4",40.707557678222656,-74.0118637084961,234486
2847,2022-08,R215,Spring St (6),M,6,40.7223014831543,-73.99713897705078,207930
2848,2022-08,R217,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",M,"F,M,B,,D,6",40.72591400146485,-73.99465942382812,637200
2849,2022-08,R219,Astor Place (6),M,6,40.73005294799805,-73.99107360839844,252578
2850,2022-08,R226,23 St (6),M,6,40.739864349365234,-73.98660278320312,364378
2851,2022-08,R228,28 St (6),M,6,40.74306869506836,-73.98426055908203,306778
2852,2022-08,R231,33 St (6),M,6,40.7460823059082,-73.9820785522461,403137
2853,2022-08,R238,"Grand Central-42 St (S,4,5,6,7)",M,"5,S,4,7,6",40.75177764892578,-73.97684478759766,2028768
2854,2022-08,R246,68 St-Hunter College (6),M,6,40.76814270019531,-73.9638671875,317837
2855,2022-08,R247,77 St (6),M,6,40.77362060546875,-73.95987701416016,425716
2856,2022-08,R249,"86 St (4,5,6)",M,"5,4,6",40.77949142456055,-73.9555892944336,695416
2857,2022-08,R251,96 St (6),M,6,40.78567123413086,-73.9510726928711,271337
2858,2022-08,R252,103 St (6),M,6,40.79059982299805,-73.94747924804688,193074
2859,2022-08,R254,110 St (6),M,6,40.795021057128906,-73.94425201416016,158844
2860,2022-08,R256,116 St (6),M,6,40.79862976074219,-73.94161987304688,209847
2861,2022-08,R258,"125 St (4,5,6)",M,"5,4,6",40.80413818359375,-73.93759155273438,369844
2862,2022-08,R259,"138 St-Grand Concourse (4,5)",BX,"5,4",40.81322479248047,-73.92984771728516,65631
2863,2022-08,R261,"149 St-Grand Concourse (2,4,5)",BX,"2,5,4",40.81837463378906,-73.92735290527344,158645
2864,2022-08,R283,167 St (4),BX,4,40.83553695678711,-73.92140197753906,153118
2865,2022-08,R284,170 St (4),BX,4,40.8400764465332,-73.91779327392578,124734
2866,2022-08,R285,Mt Eden Av (4),BX,4,40.84443283081055,-73.91468811035156,80145
2867,2022-08,R286,176 St (4),BX,4,40.848480224609375,-73.91179656982422,82698
2868,2022-08,R287,Burnside Av (4),BX,4,40.85345458984375,-73.90768432617188,146312
2869,2022-08,R288,183 St (4),BX,4,40.85840606689453,-73.90387725830078,93401
2870,2022-08,R289,Fordham Rd (4),BX,4,40.8628044128418,-73.90103149414062,170470
2871,2022-08,R290,Kingsbridge Rd (4),BX,4,40.86775970458984,-73.89717102050781,140712
2872,2022-08,R291,Bedford Park Blvd-Lehman College (4),BX,4,40.8734130859375,-73.89006042480469,83344
2873,2022-08,R293,Mosholu Pkwy (4),BX,4,40.8797492980957,-73.88465881347656,137350
2874,2022-08,R294,Woodlawn (4),BX,4,40.88603591918945,-73.87875366210938,95997
2875,2022-08,R301,"Central Park North-110 St (2,3)",M,"3,2",40.799076080322266,-73.95182037353516,112202
2876,2022-08,R302,"116 St (2,3)",M,"3,2",40.80209732055664,-73.94962310791016,148805
2877,2022-08,R304,"125 St (2,3)",M,"3,2",40.80775451660156,-73.94549560546875,200023
2878,2022-08,R306,"135 St (2,3)",M,"3,2",40.81422805786133,-73.9407730102539,184585
2879,2022-08,R308,145 St (3),M,3,40.82041931152344,-73.93624877929688,47536
2880,2022-08,R309,Harlem-148 St (3),M,3,40.82387924194336,-73.93647003173828,49805
2881,2022-08,R310,"3 Av-149 St (2,5)",BX,"2,5",40.81610870361328,-73.91775512695312,270069
2882,2022-08,R312,"Jackson Av (2,5)",BX,"2,5",40.81649017333984,-73.90780639648438,69213
2883,2022-08,R314,"Prospect Av (2,5)",BX,"2,5",40.819583892822266,-73.90177154541016,97133
2884,2022-08,R316,"Intervale Av (2,5)",BX,"2,5",40.82218170166016,-73.89673614501953,44787
2885,2022-08,R318,"Simpson St (2,5)",BX,"2,5",40.82407379150391,-73.89306640625,111586
2886,2022-08,R320,"Freeman St (2,5)",BX,"2,5",40.82999420166016,-73.8918685913086,65287
2887,2022-08,R322,"174 St (2,5)",BX,"2,5",40.83728790283203,-73.88773345947266,92102
2888,2022-08,R323,"West Farms Sq-East Tremont Av (2,5)",BX,"2,5",40.840293884277344,-73.88005065917969,86371
2889,2022-08,R325,"East 180 St (2,5)",BX,"2,5",40.84189224243164,-73.87348937988281,123162
2890,2022-08,R326,"Bronx Park East (2,5)",BX,"2,5",40.84882736206055,-73.86845397949219,37383
2891,2022-08,R328,"Pelham Pkwy (2,5)",BX,"2,5",40.85719299316406,-73.86761474609375,116033
2892,2022-08,R329,"Allerton Av (2,5)",BX,"2,5",40.86546325683594,-73.86735534667969,72322
2893,2022-08,R330,"Burke Av (2,5)",BX,"2,5",40.87135696411133,-73.8671646118164,43828
2894,2022-08,R331,"Gun Hill Rd (2,5)",BX,"2,5",40.87784957885742,-73.86625671386719,85028
2895,2022-08,R332,"219 St (2,5)",BX,"2,5",40.88389587402344,-73.86263275146484,42188
2896,2022-08,R333,"225 St (2,5)",BX,"2,5",40.88802337646485,-73.86034393310547,45701
2897,2022-08,R334,"233 St (2,5)",BX,"2,5",40.893192291259766,-73.85747528076172,68576
2898,2022-08,R335,"Nereid Av (2,5)",BX,"2,5",40.898380279541016,-73.85437774658203,46317
2899,2022-08,R336,Wakefield-241 St (2),BX,2,40.90312576293945,-73.85061645507812,68593
2900,2022-08,R401,3 Av-138 St (6),BX,6,40.81047439575195,-73.92613983154297,117244
2901,2022-08,R402,Brook Av (6),BX,6,40.80756759643555,-73.91924285888672,85180
2902,2022-08,R404,Cypress Av (6),BX,6,40.80536651611328,-73.9140396118164,45914
2903,2022-08,R406,East 143 St-St Mary's St (6),BX,6,40.808719635009766,-73.90765380859375,17383
2904,2022-08,R408,East 149 St (6),BX,6,40.81211853027344,-73.90409851074219,74141
2905,2022-08,R410,Longwood Av (6),BX,6,40.816104888916016,-73.89643859863281,52521
2906,2022-08,R412,Hunts Point Av (6),BX,6,40.82094955444336,-73.89054870605469,157600
2907,2022-08,R413,Whitlock Av (6),BX,6,40.8265266418457,-73.88628387451172,29067
2908,2022-08,R414,Elder Av (6),BX,6,40.82858276367188,-73.87915802001953,96939
2909,2022-08,R415,Morrison Av-Soundview (6),BX,6,40.82952117919922,-73.87451934814453,96982
2910,2022-08,R416,St Lawrence Av (6),BX,6,40.83150863647461,-73.86761474609375,60392
2911,2022-08,R417,Parkchester (6),BX,6,40.83322525024414,-73.8608169555664,235626
2912,2022-08,R418,Castle Hill Av (6),BX,6,40.83425521850586,-73.8512191772461,91398
2913,2022-08,R419,Zerega Av (6),BX,6,40.83648681640625,-73.84703826904297,36991
2914,2022-08,R420,Westchester Sq-East Tremont Av (6),BX,6,40.83989334106445,-73.84294891357422,80847
2915,2022-08,R421,Middletown Rd (6),BX,6,40.84386444091797,-73.83631896972656,29451
2916,2022-08,R422,Buhre Av (6),BX,6,40.84680938720703,-73.83256530761719,57020
2917,2022-08,R423,Pelham Bay Park (6),BX,6,40.85246276855469,-73.82811737060547,95661
2918,2022-08,R504,Vernon Blvd-Jackson Av (7),Q,7,40.74262619018555,-73.95358276367188,275455
2919,2022-08,R507,Hunters Point Av (7),Q,7,40.74221420288086,-73.94891357421875,93747
2920,2022-08,R509,"Queensboro Plaza (N,W,7)",Q,"N,W,7",40.75058364868164,-73.94020080566406,270982
2921,2022-08,R510,"39 Av (N,W)",Q,"N,W",40.75288009643555,-73.93275451660156,50702
2922,2022-08,R511,"36 Av (N,W)",Q,"N,W",40.75680541992188,-73.92957305908203,95465
2923,2022-08,R512,"Broadway (N,W)",Q,"N,W",40.76182174682617,-73.92550659179688,182517
2924,2022-08,R513,"30 Av (N,W)",Q,"N,W",40.76678085327149,-73.92147827148438,201867
2925,2022-08,R514,"Astoria Blvd (N,W)",Q,"N,W",40.77025985717773,-73.9178466796875,189030
2926,2022-08,R515,"Astoria-Ditmars Blvd (N,W)",Q,"N,W",40.7750358581543,-73.91203308105469,244120
2927,2022-08,R516,33 St-Rawson St (7),Q,7,40.74458694458008,-73.93099975585938,108081
2928,2022-08,R518,40 St-Lowery St (7),Q,7,40.74378204345703,-73.92401885986328,160969
2929,2022-08,R519,46 St-Bliss St (7),Q,7,40.74313354492188,-73.9184341430664,221298
2930,2022-08,R521,52 St (7),Q,7,40.74414825439453,-73.91255187988281,109975
2931,2022-08,R523,Woodside-61 St (7),Q,7,40.7456283569336,-73.90298461914062,330746
2932,2022-08,R524,69 St (7),Q,7,40.7463264465332,-73.89640045166016,105736
2933,2022-08,R525,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",Q,"F,M,E,R,,7",40.746849060058594,-73.8913345336914,996553
2934,2022-08,R526,82 St-Jackson Hts (7),Q,7,40.747657775878906,-73.88369750976562,311961
2935,2022-08,R527,90 St-Elmhurst Av (7),Q,7,40.74840927124024,-73.8766098022461,309520
2936,2022-08,R528,Junction Blvd (7),Q,7,40.7491455078125,-73.8695297241211,437158
2937,2022-08,R529,103 St-Corona Plaza (7),Q,7,40.7498664855957,-73.86270141601562,372014
2938,2022-08,R530,111 St (7),Q,7,40.751731872558594,-73.85533142089844,222944
2939,2022-08,R532,Mets-Willets Point (7),Q,7,40.75462341308594,-73.84562683105469,282421
2940,2022-08,R533,Flushing-Main St (7),Q,7,40.75960159301758,-73.83003234863281,1020163
2941,2022-08,R550,34 St-Hudson Yards (7),M,7,40.7558822631836,-74.00190734863281,392428
2942,2022-08,R600,"Clark St (2,3)",BK,"3,2",40.69746780395508,-73.99308776855469,103311
2943,2022-08,R602,"Court St (R)/Borough Hall (2,3,4,5)",BK,"3,2,5,R,4,",40.69409942626953,-73.98999786376953,428099
2944,2022-08,R606,"Hoyt St (2,3)",BK,"3,2",40.69054412841797,-73.98506164550781,116617
2945,2022-08,R608,"Nevins St (2,3,4,5)",BK,"3,2,5,4",40.68824768066406,-73.9804916381836,146746
2946,2022-08,R610,"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",BK,"3,2,5,N,R,Q,4,B,D",40.6844596862793,-73.97689056396484,667951
2947,2022-08,R617,"Bergen St (2,3)",BK,"3,2",40.68082809448242,-73.97509765625,65211
2948,2022-08,R619,"Grand Army Plaza (2,3)",BK,"3,2",40.675235748291016,-73.9710464477539,112219
2949,2022-08,R621,"Eastern Pkwy-Brooklyn Museum (2,3)",BK,"3,2",40.6719856262207,-73.9643783569336,73448
2950,2022-08,R622,"Franklin Av (2,3,4,5)/Botanic Garden (S)",BK,"3,2,5,4,,S",40.67068099975586,-73.9581298828125,227739
2951,2022-08,R623,Nostrand Av (3),BK,3,40.66984558105469,-73.9504623413086,59906
2952,2022-08,R624,Kingston Av (3),BK,3,40.66939926147461,-73.9421615600586,72452
2953,2022-08,R626,"Crown Heights-Utica Av (3,4)",BK,"3,4",40.66889572143555,-73.93294525146484,384758
2954,2022-08,R627,Sutter Av-Rutland Rd (3),BK,3,40.66471862792969,-73.922607421875,97771
2955,2022-08,R628,Saratoga Av (3),BK,3,40.66145324707031,-73.91632843017578,77054
2956,2022-08,R629,Rockaway Av (3),BK,3,40.66254806518555,-73.90894317626953,65444
2957,2022-08,R630,Junius St (3),BK,3,40.66351318359375,-73.90245056152344,36434
2958,2022-08,R632,Pennsylvania Av (3),BK,3,40.66463470458984,-73.8948974609375,64929
2959,2022-08,R633,Van Siclen Av (3),BK,3,40.66544723510742,-73.88939666748047,39638
2960,2022-08,R634,New Lots Av (3),BK,3,40.666236877441406,-73.88407897949219,83366
2961,2022-08,R635,"President St (2,5)",BK,"2,5",40.66788482666016,-73.95068359375,52781
2962,2022-08,R636,"Sterling St (2,5)",BK,"2,5",40.662742614746094,-73.95085144042969,93133
2963,2022-08,R637,"Winthrop St (2,5)",BK,"2,5",40.65665054321289,-73.95020294189453,129370
2964,2022-08,R639,"Church Av (2,5)",BK,"2,5",40.65084457397461,-73.94957733154297,156279
2965,2022-08,R641,"Beverly Rd (2,5)",BK,"2,5",40.64509963989258,-73.94895935058594,72507
2966,2022-08,R643,"Newkirk Av (2,5)",BK,"2,5",40.63996887207031,-73.94841003417969,114441
2967,2022-08,R645,"Flatbush Av-Brooklyn College (2,5)",BK,"2,5",40.6328353881836,-73.94763946533203,282176
2968,2022-08,R726,Morris Park (5),BX,5,40.85436248779297,-73.8604965209961,37295
2969,2022-08,R727,Pelham Pkwy (5),BX,5,40.858985900878906,-73.85536193847656,43012
2970,2022-08,R728,Gun Hill Rd (5),BX,5,40.86952590942383,-73.84638214111328,76315
2971,2022-08,R729,Baychester Av (5),BX,5,40.878662109375,-73.83859252929688,40998
2972,2022-08,R730,Eastchester-Dyre Av (5),BX,5,40.888301849365234,-73.8308334350586,63591
2973,2022-08,S101,St George,SI,SIR,40.643748,-74.073643,138452
2974,2022-08,S102,Tompkinsville,SI,SIR,40.636949,-74.074835,10234
2975,2022-09,A002,"Lexington Av (N,R,W)/59 St (4,5,6)",M,"5,N,R,4,,W,6",40.76266098022461,-73.96725463867188,905129
2976,2022-09,A006,"5 Av-59 St (N,R,W)",M,"N,R,W",40.76481246948242,-73.97335052490234,282684
2977,2022-09,A010,"57 St-7 Av (N,Q,R,W)",M,"N,R,Q,W",40.76466369628906,-73.98065948486328,590754
2978,2022-09,A013,"49 St (N,R,W)",M,"N,R,W",40.7598991394043,-73.98413848876953,411950
2979,2022-09,A022,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",M,"F,M,N,R,Q,B,W,D",40.74971771240234,-73.98782348632812,1826550
2980,2022-09,A027,"28 St (R,W)",M,"R,W",40.7454948425293,-73.98869323730469,192200
2981,2022-09,A030,"23 St (R,W)",M,"R,W",40.741302490234375,-73.98934173583984,325864
2982,2022-09,A034,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",M,"5,N,R,Q,4,L,W,6",40.73573684692383,-73.98995208740234,1630375
2983,2022-09,A038,"8 St-New York University (R,W)",M,"R,W",40.73032760620117,-73.99263000488281,300248
2984,2022-09,A041,"Prince St (R,W)",M,"R,W",40.72433090209961,-73.9977035522461,237370
2985,2022-09,A043,"Canal St (J,N,Q,R,W,Z,6)",M,"J,N,R,Z,Q,W,6",40.71952819824219,-73.99989318847656,823377
2986,2022-09,A047,"City Hall (R,W)",M,"R,W",40.71328353881836,-74.0069808959961,93391
2987,2022-09,A054,"Rector St (R,W)",M,"R,W",40.707218170166016,-74.01334381103516,90935
2988,2022-09,A064,"Bowery (J,Z)",M,"J,Z",40.72027969360352,-73.99391174316406,75325
2989,2022-09,A069,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",M,"J,5,Z,4,,6",40.71324157714844,-74.00340270996094,473881
2990,2022-09,A083,"Broad St (J,Z)",M,"J,Z",40.70647430419922,-74.01105499267578,95625
2991,2022-09,B004,"7 Av (B,Q)",BK,"Q,B",40.67705154418945,-73.97236633300781,176543
2992,2022-09,B009,Park Pl (S),BK,S,40.67477035522461,-73.95762634277344,28596
2993,2022-09,B013,"Prospect Park (B,Q,S)",BK,"Q,S,B",40.66161346435547,-73.96224975585938,184263
2994,2022-09,B014,Parkside Av (Q),BK,Q,40.65529251098633,-73.96149444580078,115615
2995,2022-09,B016,"Church Av (B,Q)",BK,"Q,B",40.65052795410156,-73.96298217773438,271012
2996,2022-09,B017,Beverley Rd (Q),BK,Q,40.6440315246582,-73.96449279785156,68976
2997,2022-09,B018,Cortelyou Rd (Q),BK,Q,40.640926361083984,-73.9638900756836,110392
2998,2022-09,B019,"Newkirk Plaza (B,Q)",BK,"Q,B",40.63508224487305,-73.9627914428711,179997
2999,2022-09,B020,Avenue H (Q),BK,Q,40.62926864624024,-73.96163940429688,57665
3000,2022-09,B021,Avenue J (Q),BK,Q,40.625038146972656,-73.96080017089844,101700
3001,2022-09,B022,Avenue M (Q),BK,Q,40.617618560791016,-73.95939636230469,104243
3002,2022-09,B024,"Kings Hwy (B,Q)",BK,"Q,B",40.60866928100586,-73.95773315429688,348433
3003,2022-09,B025,Avenue U (Q),BK,Q,40.59930038452149,-73.9559326171875,130547
3004,2022-09,B026,Neck Rd (Q),BK,Q,40.595245361328125,-73.95516204833984,75975
3005,2022-09,B027,"Sheepshead Bay (B,Q)",BK,"Q,B",40.58689498901367,-73.95415496826172,230480
3006,2022-09,B029,"Brighton Beach (B,Q)",BK,"Q,B",40.57762145996094,-73.96137237548828,214673
3007,2022-09,B032,Ocean Pkwy (Q),BK,Q,40.57631301879883,-73.96849822998047,61439
3008,2022-09,C008,"DeKalb Av (B,Q,R)",BK,"R,Q,B",40.69063568115234,-73.98182678222656,368572
3009,2022-09,C010,Union St (R),BK,R,40.67731475830078,-73.98310852050781,128983
3010,2022-09,C012,"4 Av (F,G)/9 St (R)",BK,"F,R,G,",40.67084884643555,-73.9883041381836,225852
3011,2022-09,C014,Prospect Av (R),BK,R,40.66541290283203,-73.99287414550781,104515
3012,2022-09,C016,25 St (R),BK,R,40.66039657592773,-73.99809265136719,65916
3013,2022-09,C018,"36 St (D,N,R)",BK,"N,R,D",40.65514373779297,-74.00354766845703,280535
3014,2022-09,C019,45 St (R),BK,R,40.6489372253418,-74.010009765625,136377
3015,2022-09,C020,53 St (R),BK,R,40.64506912231445,-74.01403045654297,155033
3016,2022-09,C021,"59 St (N,R)",BK,"N,R",40.641361236572266,-74.01788330078125,219927
3017,2022-09,C023,Bay Ridge Av (R),BK,R,40.63496780395508,-74.02337646484375,135803
3018,2022-09,C024,77 St (R),BK,R,40.62974166870117,-74.0255126953125,92379
3019,2022-09,C025,86 St (R),BK,R,40.62268829345703,-74.02839660644531,203072
3020,2022-09,C027,Bay Ridge-95 St (R),BK,R,40.61662292480469,-74.03087615966797,92698
3021,2022-09,D002,8 Av (N),BK,N,40.63506317138672,-74.01171875,205893
3022,2022-09,D003,Fort Hamilton Pkwy (N),BK,N,40.631385803222656,-74.0053482055664,119289
3023,2022-09,D008,18 Av (N),BK,N,40.62067031860352,-73.99041748046875,92954
3024,2022-09,D009,20 Av (N),BK,N,40.617408752441406,-73.98502349853516,73322
3025,2022-09,D010,Bay Pkwy (N),BK,N,40.61181640625,-73.98184967041016,129722
3026,2022-09,D012,Kings Hwy (N),BK,N,40.60392379760742,-73.98035430908203,96233
3027,2022-09,D015,Avenue U (N),BK,N,40.59747314453125,-73.97913360595703,65849
3028,2022-09,D016,86 St (N),BK,N,40.59272003173828,-73.97823333740234,45934
3029,2022-09,E001,9 Av (D),BK,D,40.64629364013672,-73.99432373046875,105503
3030,2022-09,E003,Fort Hamilton Pkwy (D),BK,D,40.64091491699219,-73.99430084228516,72887
3031,2022-09,E004,50 St (D),BK,D,40.636260986328125,-73.99478912353516,61110
3032,2022-09,E005,55 St (D),BK,D,40.63143539428711,-73.99547576904297,35376
3033,2022-09,E006,New Utrecht Av (N)/62 St (D),BK,"N,,D",40.62647247314453,-73.99635314941406,89163
3034,2022-09,E009,71 St (D),BK,D,40.619590759277344,-73.99886322021484,88733
3035,2022-09,E011,79 St (D),BK,D,40.613502502441406,-74.0006103515625,111376
3036,2022-09,E012,18 Av (D),BK,D,40.60795211791992,-74.00173950195312,110141
3037,2022-09,E013,20 Av (D),BK,D,40.60455703735352,-73.9981689453125,90628
3038,2022-09,E014,Bay Pkwy (D),BK,D,40.60187530517578,-73.99372863769531,138757
3039,2022-09,E015,25 Av (D),BK,D,40.59770584106445,-73.98683166503906,78405
3040,2022-09,E016,Bay 50 St (D),BK,D,40.58884048461914,-73.9837646484375,51343
3041,2022-09,G009,"Coney Island-Stillwell Av (D,F,N,Q)",BK,"F,N,Q,D",40.577423095703125,-73.98123168945312,273122
3042,2022-09,G011,"West 8 St-New York Aquarium (F,Q)",BK,"F,Q",40.57612609863281,-73.97593688964844,55363
3043,2022-09,H006,3 Av (L),M,L,40.73284912109375,-73.98612213134766,130460
3044,2022-09,H007,1 Av (L),M,L,40.730953216552734,-73.98162841796875,487746
3045,2022-09,H009,Bedford Av (L),BK,L,40.71730422973633,-73.95687103271484,681594
3046,2022-09,H012,Lorimer St (L)/Metropolitan Av (G),BK,"G,,L",40.71406173706055,-73.95027160644531,302364
3047,2022-09,H013,Graham Av (L),BK,L,40.71456527709961,-73.94405364990234,173219
3048,2022-09,H015,Grand St (L),BK,L,40.7119255065918,-73.94066619873047,126872
3049,2022-09,H017,Montrose Av (L),BK,L,40.707740783691406,-73.93984985351562,137783
3050,2022-09,H019,Morgan Av (L),BK,L,40.706153869628906,-73.93314361572266,145040
3051,2022-09,H022,Jefferson St (L),BK,L,40.70660781860352,-73.92291259765625,171289
3052,2022-09,H023,DeKalb Av (L),BK,L,40.70381164550781,-73.91842651367188,218124
3053,2022-09,H026,"Myrtle-Wyckoff Avs (L,M)",BK,"M,L",40.69981384277344,-73.91158294677734,407262
3054,2022-09,H028,Halsey St (L),BK,L,40.69560241699219,-73.90408325195312,134810
3055,2022-09,H032,Wilson Av (L),BK,L,40.68876266479492,-73.90404510498047,80852
3056,2022-09,H033,Bushwick Av-Aberdeen St (L),BK,L,40.68283081054688,-73.9052505493164,46450
3057,2022-09,H035,Atlantic Av (L),BK,L,40.67534637451172,-73.9030990600586,28606
3058,2022-09,H037,Sutter Av (L),BK,L,40.66936874389648,-73.9019775390625,43074
3059,2022-09,H038,Livonia Av (L),BK,L,40.664039611816406,-73.90057373046875,49507
3060,2022-09,H039,New Lots Av (L),BK,L,40.65873336791992,-73.89923095703125,61501
3061,2022-09,H040,East 105 St (L),BK,L,40.65057373046875,-73.89948272705078,46206
3062,2022-09,H041,Canarsie-Rockaway Pkwy (L),BK,L,40.64665222167969,-73.90184783935547,67487
3063,2022-09,J001,"Marcy Av (J,M,Z)",BK,"M,J,Z",40.70835876464844,-73.95775604248047,224156
3064,2022-09,J003,"Hewes St (J,M)",BK,"M,J",40.70687103271485,-73.95343017578125,48031
3065,2022-09,J005,"Lorimer St (J,M)",BK,"M,J",40.7038688659668,-73.9474105834961,70043
3066,2022-09,J007,"Flushing Av (J,M)",BK,"M,J",40.70026016235352,-73.94112396240234,128454
3067,2022-09,J009,"Myrtle Av (J,M,Z)",BK,"M,J,Z",40.697208404541016,-73.93565368652344,190857
3068,2022-09,J012,Kosciuszko St (J),BK,J,40.69334030151367,-73.92881774902344,93308
3069,2022-09,J013,"Gates Av (J,Z)",BK,"J,Z",40.68962860107422,-73.92227172851562,117162
3070,2022-09,J016,Halsey St (J),BK,J,40.686370849609375,-73.91655731201172,97179
3071,2022-09,J017,"Chauncey St (J,Z)",BK,"J,Z",40.682891845703125,-73.91045379638672,48352
3072,2022-09,J020,Alabama Av (J),BK,J,40.6769905090332,-73.89865112304688,29854
3073,2022-09,J021,"Van Siclen Av (J,Z)",BK,"J,Z",40.67802429199219,-73.89168548583984,41808
3074,2022-09,J022,Cleveland St (J),BK,J,40.67994689941406,-73.88463592529297,36696
3075,2022-09,J023,"Norwood Av (J,Z)",BK,"J,Z",40.68141174316406,-73.88003540039062,42217
3076,2022-09,J024,"Crescent St (J,Z)",BK,"J,Z",40.68319320678711,-73.87378692626953,64238
3077,2022-09,J025,Cypress Hills (J),BK,J,40.68994140625,-73.87255096435547,20738
3078,2022-09,J028,"75 St-Elderts Ln (J,Z)",Q,"J,Z",40.69132232666016,-73.86714172363281,52203
3079,2022-09,J030,85 St-Forest Pkwy (J),Q,J,40.69243621826172,-73.8600082397461,52248
